,created_at,tweet_content,keyword,user_location,entities
102,2021-05-04 12:46:00,"Vamos concordar que o Banco Inter é o melhor banco.
E o Nubank só serve pra render os centavos, mas vai sacar pra te ver o absurdo.",['Nubank'],"Macapá, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
103,2021-05-04 12:46:01,Nubank aumentando meu limite é mó perigo kkkk,['Nubank'],Embu,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
104,2021-05-04 12:46:05,"@RafaelF73578867 @BlogdoSaoPaulo @centauroesporte @sigaNetshoes @adidasbrasil @Nike Vendas da Nike, são exclusivas da Centauro! #informei",['Nike'],São Paulo - SP,"{'hashtags': [{'text': 'informei', 'indices': [128, 137]}], 'urls': [], 'user_mentions': [{'screen_name': 'RafaelF73578867', 'name': 'Rafael Felipe', 'id': 1213451510866038784, 'id_str': '1213451510866038784', 'indices': [0, 16]}, {'screen_name': 'BlogdoSaoPaulo', 'name': 'saopauloblog ❤🤍🖤', 'id': 27694036, 'id_str': '27694036', 'indices': [17, 32]}, {'screen_name': 'centauroesporte', 'name': 'centauroesporte', 'id': 17678527, 'id_str': '17678527', 'indices': [33, 49]}, {'screen_name': 'sigaNetshoes', 'name': 'Netshoes', 'id': 44447786, 'id_str': '44447786', 'indices': [50, 63]}, {'screen_name': 'adidasbrasil', 'name': 'adidasbrasil', 'id': 42894971, 'id_str': '42894971', 'indices': [64, 77]}, {'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [78, 83]}], 'symbols': []}"
105,2021-05-04 12:46:18,mto lindo q inferno,[],"Nilocrime, RJ","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'lightskinnalice', 'name': 'rainha do love song', 'id': 861180256568397824, 'id_str': '861180256568397824', 'indices': [3, 19]}], 'symbols': []}"
106,2021-05-04 12:46:25,Fazendo umas comprinhas na shein,['SHEIN'],"Colômbia, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
107,2021-05-04 12:46:27,"tamo juntão nubank, pode aumentar mais esse limite",['Nubank'],"Aracaju, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
108,2021-05-04 12:47:05,A nubank so da limite alto pra quem n trabalha mesmo?,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'rangelweslley5', 'name': 'uerlei', 'id': 3356029973, 'id_str': '3356029973', 'indices': [3, 18]}], 'symbols': []}"
109,2021-05-04 12:47:06,Shein por acaso é só pra mulheres mano ????? Acabei de baixar e só aparece coisa feminina,['SHEIN'],"Itu, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
110,2021-05-04 12:47:06,"Falei que melhoraria minha alimentação essa semana, eis que estou tomando Coca Cola no café da manhã",['Coca cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
111,2021-05-04 12:47:19,@rafaamarqss Ijsdjskskskskakka o pijama era da shein?,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'rafaamarqss', 'name': 'rafa do vigor', 'id': 981542997958561792, 'id_str': '981542997958561792', 'indices': [0, 12]}], 'symbols': []}"
