,created_at,tweet_content,keyword,user_location,entities
21,2021-05-10 15:22:17,"Minhas coisas da Shein saíram pra entrega hoje, Deus é pai e não é padrasto",['SHEIN'],Me chamou de hopi Hari,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
22,2021-05-10 15:22:19,Nike é melhor que adidas.,['Nike'],65,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
23,2021-05-10 15:22:19,@nubank Vou tentar outra vez!,['Nubank'],"Brasília, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}"
24,2021-05-10 15:22:21,Muita Nike ti 😂❤,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
25,2021-05-10 15:22:27,@FatosEx Uma coca cola,['Coca cola'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'FatosEx', 'name': 'fatos ex', 'id': 2542348724, 'id_str': '2542348724', 'indices': [0, 8]}], 'symbols': []}"
26,2021-05-10 15:22:28,"literalmente todo mundo da empresa sai pra fumar e eu saio pra comprar o halls e a coca cola kkkkkkk, vício do caralho",['Coca cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
27,2021-05-10 15:22:41,@decchanamite ᶜᶦⁿⁿᵃ serio uma fabrica de ideias geniais coca cola devia me contratar,['Coca cola'],equestria,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'decchanamite', 'name': 'cinna ⛩️🐺', 'id': 1162151229017006082, 'id_str': '1162151229017006082', 'indices': [0, 13]}], 'symbols': []}"
28,2021-05-10 15:22:42,@MussumAlive SHEIN... shein dinheiro pra gastar com roupa.😂😂😂🤦🏽‍♀️,['SHEIN'],"Guarulhos, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'MussumAlive', 'name': 'Leandro Santos | Mussum Alive', 'id': 20771988, 'id_str': '20771988', 'indices': [0, 12]}], 'symbols': []}"
29,2021-05-10 15:22:43,"se espremer o universitário no final do semestre sai um caldo preto que é uma mistura de café, coca cola e ódio",['Coca cola'],"Manaus, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
30,2021-05-10 15:22:44,"O site da Shein eh tão bom de navegar, adoro que ele fica sugerindo peças parecidas com a que vc tá procurando. Passo horas só olhando. Parece que to no shopping 😂",['SHEIN'],"Anápolis, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ricademarre', 'name': 'Gabriela Sales', 'id': 150605888, 'id_str': '150605888', 'indices': [3, 15]}], 'symbols': []}"
31,2021-05-10 15:22:45,@RodrigoBuenoTV sdds do meu time sendo patrocinado pela Nike,['Nike'],021,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'RodrigoBuenoTV', 'name': 'Rodrigo Bueno', 'id': 45385616, 'id_str': '45385616', 'indices': [0, 15]}], 'symbols': []}"
32,2021-05-10 15:22:45,"@felipevinha @nubank Por isso eu uso Mercado Pago 
Melhor e sem problemas 
Acabei de pagar dois boletos kkkkkk.
E nem é publi 🤣🤣🤣🤣",['Nubank'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'felipevinha', 'name': 'Vinha', 'id': 15201438, 'id_str': '15201438', 'indices': [0, 12]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [13, 20]}], 'symbols': []}"
33,2021-05-10 15:22:48,"todo trajadin, a camisa da nike e o cabelo disfarçadin 💃🏼🎶",['Nike'],cf ,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
